frame,y,x,minor,area,convexity,major,circularity,particle,label
108,27.7714,33.4515,2.2961,9.98,0.9065,5.5341,0.6552,11,AFA855
109,27.471,33.3806,2.3334,8.8987,0.9551,4.8555,0.7436,11,AFA855
110,28.3514,32.9215,2.4827,9.4698,0.8725,4.8565,0.6486,11,AFA855
111,28.7504,33.1728,2.6918,10.3069,0.9579,4.8753,0.7422,11,AFA855
112,27.69,33.0594,2.5609,7.0065,0.9663,3.4835,0.871,11,AFA855
113,25.8878,30.3613,2.2428,10.6906,0.9249,6.069,0.6268,11,AFA855
114,25.4625,28.5773,2.2467,10.429,0.9427,5.9104,0.6193,11,AFA855
115,25.7174,29.3511,2.4583,9.7358,0.9394,5.0425,0.7079,11,AFA855
116,27.2097,31.9691,2.0802,10.4203,0.9002,6.3779,0.583,11,AFA855
117,30.0466,33.437,2.3858,10.8083,0.9253,5.7681,0.6339,11,AFA855
118,28.4948,33.2272,2.4905,8.6066,0.9472,4.4001,0.6988,11,AFA855
119,25.3246,27.4831,2.1687,11.1615,0.8866,6.553,0.5277,11,AFA855
120,25.6901,26.6918,2.1939,10.9479,0.8787,6.3537,0.5511,11,AFA855
121,25.4709,27.7606,2.5725,8.5848,0.9619,4.249,0.8048,11,AFA855
122,26.3257,31.7597,1.8657,10.041,0.911,6.8523,0.5161,11,AFA855
123,26.8605,33.3856,1.9108,9.3826,0.8952,6.2521,0.5358,11,AFA855
124,27.1316,32.2758,2.1807,9.8361,0.9167,5.7431,0.6011,11,AFA855
125,28.9199,32.9956,2.3035,9.871,0.8073,5.4562,0.5503,11,AFA855
126,28.5784,32.93,2.3356,9.4916,0.832,5.1743,0.5697,11,AFA855
127,27.1979,33.6687,2.7128,10.8563,0.9435,5.0953,0.7171,11,AFA855
128,27.8405,33.033,2.1449,7.2114,0.9324,4.2808,0.7198,11,AFA855
129,29.3917,33.0121,2.0118,8.9815,0.8242,5.6841,0.5206,11,AFA855
130,29.9535,32.961,2.3403,11.5059,0.8549,6.2598,0.5347,11,AFA855
131,29.2309,33.0359,1.8762,7.9613,0.7693,5.4029,0.4911,11,AFA855
132,28.4545,33.4384,2.8028,11.6629,0.8811,5.2981,0.6392,11,AFA855
133,28.2485,34.3588,2.8742,12.1687,0.9071,5.3907,0.6217,11,AFA855
134,28.1725,33.5442,2.3713,9.9015,0.923,5.3165,0.6553,11,AFA855
135,27.7418,33.2521,2.7918,11.4362,0.9492,5.2157,0.7374,11,AFA855
136,27.4692,33.3312,2.6767,11.0787,0.951,5.2699,0.7549,11,AFA855
137,27.6362,34.5409,2.5606,11.5365,0.892,5.7365,0.6266,11,AFA855
138,27.5593,33.5375,2.2591,7.3553,0.9591,4.1454,0.7571,11,AFA855
139,27.2483,33.0614,2.3154,8.6327,0.9494,4.7472,0.7438,11,AFA855
140,27.1299,32.7383,2.2436,8.8028,0.9503,4.9955,0.7189,11,AFA855
141,27.5524,33.4058,2.2528,7.7782,0.9507,4.396,0.724,11,AFA855
142,27.8896,33.7767,2.1315,9.1821,0.944,5.485,0.6411,11,AFA855
143,27.0205,33.168,1.9645,6.8059,0.9469,4.4111,0.6973,11,AFA855
144,25.0089,29.4862,2.27,12.0248,0.9125,6.7448,0.5745,11,AFA855
145,25.7831,26.3043,2.3844,12.4608,0.9234,6.6538,0.5805,11,AFA855
146,26.5597,25.5555,2.4317,12.5523,0.9416,6.5724,0.6335,11,AFA855
147,26.1437,26.05,2.496,10.3375,0.9278,5.2733,0.6629,11,AFA855
148,25.6618,29.6403,1.8989,9.557,0.9334,6.4081,0.538,11,AFA855
149,26.0943,31.8681,2.106,11.0351,0.928,6.6716,0.5578,11,AFA855
150,25.751,30.4642,1.9066,7.7259,0.9456,5.1593,0.6183,11,AFA855
151,25.6267,27.6084,2.3451,9.8928,0.9614,5.3712,0.688,11,AFA855
152,25.7068,27.5219,2.4883,12.0902,0.9442,6.1864,0.6564,11,AFA855
153,25.7765,28.8236,2.3611,9.1167,0.9101,4.9163,0.6731,11,AFA855
154,25.3981,30.6857,2.0211,8.1924,0.9428,5.1609,0.6295,11,AFA855
155,26.199,33.2415,2.0963,10.9435,0.9181,6.6469,0.5407,11,AFA855
156,26.4032,33.4631,2.1246,10.9348,0.9188,6.5529,0.5482,11,AFA855
157,26.3097,33.1154,2.1782,10.7255,0.9189,6.2696,0.5821,11,AFA855
158,25.8553,31.8071,2.368,8.079,0.9549,4.344,0.7834,11,AFA855
159,26.0389,27.408,2.2677,12.3866,0.922,6.9547,0.5449,11,AFA855
160,27.6274,25.2934,2.3753,12.8793,0.9215,6.9039,0.5741,11,AFA855
161,28.1108,24.861,2.3274,11.7806,0.9208,6.4448,0.5847,11,AFA855
162,26.9585,25.8342,2.6586,10.8171,0.9502,5.1805,0.7142,11,AFA855
163,26.0259,26.3576,2.4437,7.2027,0.9486,3.7528,0.7726,11,AFA855
164,25.2089,27.9319,2.326,11.3839,0.9257,6.2314,0.6111,11,AFA855
165,25.1121,28.939,2.2193,11.4929,0.864,6.5937,0.5475,11,AFA855
166,25.3781,27.3084,2.43,8.6022,0.9599,4.5074,0.7697,11,AFA855
167,26.2986,25.96,2.6079,10.7604,0.9586,5.2535,0.7445,11,AFA855
168,26.1917,26.13,2.3506,9.0338,0.9531,4.8933,0.7416,11,AFA855
169,25.9641,26.9458,2.3651,7.2245,0.957,3.8892,0.8142,11,AFA855
170,25.6658,28.106,2.1633,8.3362,0.9541,4.9064,0.6889,11,AFA855
171,25.4514,29.3488,2.0643,8.2708,0.9299,5.1014,0.6339,11,AFA855
172,25.3267,29.7149,2.0499,8.1488,0.9315,5.0615,0.6643,11,AFA855
173,25.2852,28.8242,2.2657,6.8669,0.9557,3.8589,0.7891,11,AFA855
174,25.5089,27.3669,2.5195,9.9494,0.952,5.0279,0.712,11,AFA855
175,26.3546,26.2566,2.4774,10.7996,0.9443,5.5505,0.684,11,AFA855
176,26.5604,25.9889,2.438,10.8563,0.938,5.6696,0.6939,11,AFA855
177,25.6151,27.0503,2.7705,9.714,0.9558,4.4642,0.8003,11,AFA855
178,25.3638,28.8396,2.2752,9.9451,0.9299,5.5655,0.6353,11,AFA855
179,25.4179,29.7901,2.2766,9.5919,0.9279,5.3646,0.6557,11,AFA855
180,25.3819,29.472,2.3787,9.0949,0.9415,4.8681,0.6988,11,AFA855
181,25.2459,28.637,2.6343,6.928,0.9657,3.3485,0.8601,11,AFA855
1,33.130878,33.251988,23.716,869,0.736,46.653,0.141,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
2,32.897304,33.30624,24.428,815,0.775,42.48,0.246,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
3,32.703396,33.387288,20.555,691,0.673,42.803,0.168,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
4,32.114742,33.521202,24.12,801,0.782,42.283,0.243,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
5,30.671784,33.900768,25.528,809,0.762,40.349,0.226,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
6,30.84576,33.808302,28.102,921,0.767,41.728,0.197,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
7,31.20315,33.613404,25.934,670,0.769,32.893,0.246,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
8,32.910768,33.383856,21.373,709,0.767,42.237,0.213,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
9,33.558294,33.343332,23.329,1087,0.722,59.327,0.181,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
10,32.927862,33.418704,27.096,1045,0.789,49.105,0.229,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
11,31.147578,33.655578,20.841,656,0.746,40.076,0.211,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
12,30.640632,33.572616,26.127,1033,0.763,50.34,0.224,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
13,32.05587,33.447018,24.046,839,0.728,44.426,0.223,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
14,34.61568,34.006896,22.971,1065,0.723,59.031,0.123,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
15,34.518462,33.869946,29.499,1491,0.785,64.355,0.159,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
16,32.941722,33.451176,23.756,899,0.768,48.183,0.21,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
17,28.880412,33.889812,19.396,732,0.707,48.051,0.135,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
18,28.998354,33.781506,26.866,1232,0.755,58.387,0.153,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
19,30.473124,33.61809,26.557,1227,0.716,58.828,0.132,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
20,33.954954,33.780252,24.353,1600,0.744,83.651,0.141,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
21,33.02409,33.538758,33.509,1530,0.782,58.135,0.183,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
22,29.371122,33.60918,21.047,1202,0.696,72.714,0.131,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
23,29.322282,33.496254,29.101,1336,0.784,58.454,0.171,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
24,32.60565,33.134838,21.864,1532,0.757,89.214,0.131,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
25,34.941126,33.840444,27.783,1800,0.722,82.49,0.12,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
26,33.14454,33.368346,27.759,1286,0.803,58.986,0.263,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
27,32.837442,33.32076,28.362,1332,0.808,59.797,0.214,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
28,35.008644,33.922746,28.11,1884,0.745,85.336,0.127,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
29,35.121768,34.09197,25.666,1538,0.764,76.298,0.162,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
30,34.2375,33.886314,32.196,1424,0.829,56.313,0.352,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
31,28.925358,33.813054,21.071,1381,0.708,83.45,0.112,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
32,27.656772,34.791438,26.064,1505,0.724,73.519,0.166,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
33,29.50761,33.308616,29.542,1428,0.755,61.546,0.137,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
34,34.721016,33.583704,28.739,1916,0.759,84.887,0.12,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
35,35.206644,33.975084,31.109,1689,0.763,69.128,0.181,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
36,32.428902,33.282546,25.905,1778,0.723,87.388,0.127,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
37,29.95839,33.617826,25.253,1709,0.743,86.165,0.123,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
38,32.309244,33.230604,29.342,1437,0.816,62.356,0.22,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
39,33.26829,33.485958,31.643,1557,0.769,62.65,0.198,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
40,31.264398,33.000066,25.317,1787,0.749,89.873,0.118,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
41,29.075244,33.547668,25.193,1661,0.764,83.946,0.125,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
42,28.94661,33.64251,26.158,1619,0.773,78.804,0.169,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
43,31.18467,33.203346,26.412,1758,0.735,84.749,0.132,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
44,31.74435,33.226842,25.424,1531,0.81,76.674,0.213,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
45,31.902618,33.389928,27.162,1521,0.803,71.298,0.224,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
46,29.185596,33.329934,27.184,1636,0.732,76.628,0.162,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
47,27.988224,33.716232,28.665,1672,0.755,74.266,0.137,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
48,29.128704,33.29667,32.218,1369,0.795,54.102,0.245,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
49,33.852786,32.992674,23.639,1708,0.735,91.995,0.135,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
50,32.640036,33.156354,24.922,1311,0.796,66.977,0.171,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
51,29.90394,33.054648,22.944,1550,0.78,86.016,0.188,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
52,28.467714,34.06623,26.753,1694,0.702,80.62,0.12,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
53,29.110158,33.484704,26.735,1016,0.811,48.387,0.224,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
54,33.61611,33.137346,23.245,1738,0.731,95.197,0.132,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
55,34.566378,33.307824,26.335,1782,0.771,86.155,0.158,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
56,33.014124,33.223608,24.177,1049,0.797,55.245,0.247,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
57,33.023034,33.30327,24.533,1052,0.815,54.598,0.214,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
58,34.522026,33.637626,28.225,1745,0.766,78.719,0.151,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
59,33.533478,33.3168,27.948,1102,0.862,50.204,0.465,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
60,30.698976,32.932218,26.737,1792,0.751,85.337,0.124,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
61,32.381976,33.054516,25.717,1097,0.835,54.313,0.256,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
62,33.070554,33.071874,25.133,1147,0.82,58.107,0.236,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
63,31.935816,32.984358,23.996,1246,0.78,66.114,0.2,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
64,27.972714,33.858726,25.253,1618,0.728,81.578,0.158,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
65,28.690794,33.466026,31.47,1631,0.759,65.989,0.166,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
66,31.944594,32.930106,25.965,1840,0.765,90.228,0.129,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
67,33.431244,32.987328,24.342,1629,0.779,85.205,0.16,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
68,32.494044,33.060192,23.355,1092,0.82,59.532,0.253,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
69,30.890046,33.107448,23.322,1341,0.74,73.209,0.153,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
70,28.260672,33.690624,25.512,1616,0.755,80.65,0.139,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
71,29.18751,33.309936,29.404,1323,0.806,57.287,0.246,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
72,32.60829,33.27984,24.086,1632,0.72,86.271,0.119,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
73,32.449098,33.130614,23.767,1322,0.812,70.823,0.238,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
74,32.307,33.134178,24.495,1273,0.787,66.17,0.248,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
75,32.14761,33.301422,27.748,1507,0.791,69.149,0.214,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
76,32.284164,33.23496,28.545,1481,0.841,66.059,0.244,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
77,32.220276,33.173316,27.646,1304,0.836,60.057,0.27,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
78,32.144904,33.209814,29.777,1062,0.858,45.41,0.373,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
79,32.100552,33.253308,29.782,1067,0.848,45.616,0.331,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
80,32.050722,33.297528,28.795,1026,0.853,45.368,0.375,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
81,32.486058,33.693066,30.208,1434,0.817,60.441,0.194,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
82,32.121408,33.39765,30.898,1168,0.838,48.131,0.276,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
83,32.142264,33.389268,31.656,1145,0.834,46.052,0.297,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
84,32.265222,33.361614,31.037,1131,0.845,46.397,0.313,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
85,33.808434,33.216942,27.883,1615,0.779,73.745,0.139,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
86,32.749068,33.3135,28.473,939,0.89,41.989,0.547,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
87,32.371218,33.330792,25.345,928,0.829,46.619,0.29,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
88,32.527638,33.353892,28.851,913,0.845,40.292,0.374,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
89,30.95334,33.80421,24.505,1295,0.732,67.287,0.151,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
90,30.842658,33.749034,28.982,1301,0.78,57.155,0.194,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
91,31.470714,33.48345,25.757,838,0.814,41.424,0.309,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
92,29.567538,34.140546,22.546,1236,0.769,69.801,0.245,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
93,29.99799,33.807312,25.408,1284,0.823,64.343,0.265,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
94,29.400096,34.104708,29.934,1504,0.778,63.973,0.19,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
95,30.199224,33.761178,27.773,987,0.836,45.248,0.356,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
96,31.589052,33.592548,26.149,1133,0.804,55.167,0.221,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
97,31.286178,33.607794,31.459,1245,0.811,50.388,0.228,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
98,30.901728,33.589182,28.108,1043,0.806,47.246,0.32,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
99,31.117812,33.463056,30.656,1138,0.848,47.265,0.314,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
100,30.942846,33.42834,27.525,891,0.841,41.215,0.353,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
101,31.178004,33.382536,31.302,1016,0.856,41.326,0.348,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
102,31.22856,33.405768,29.4,894,0.839,38.717,0.368,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
103,31.154574,33.42999,29.289,994,0.822,43.211,0.276,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
104,31.135698,33.419892,27.647,860,0.843,39.606,0.381,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
105,31.486818,33.577764,28.816,1174,0.829,51.874,0.277,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
106,31.699602,33.461208,28.72,1012,0.848,44.865,0.375,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
107,31.733988,33.378048,30.754,1151,0.85,47.653,0.309,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
108,31.534932,33.389796,32.059,1127,0.833,44.759,0.264,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
109,31.385904,33.374946,32.713,1068,0.844,41.568,0.313,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
110,31.499028,33.492756,29.033,871,0.835,38.198,0.294,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
111,31.46418,33.456918,31.603,975,0.878,39.281,0.431,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
112,31.558956,33.428538,31.241,967,0.863,39.411,0.367,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
113,31.565622,33.423522,29.949,997,0.841,42.386,0.286,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
114,31.59915,33.35805,28.565,840,0.833,37.441,0.379,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
115,31.504374,33.301092,29.911,945,0.835,40.227,0.322,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
116,32.224038,33.682836,27.775,1161,0.772,53.222,0.235,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
117,32.122002,33.573012,29.111,981,0.824,42.907,0.293,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
118,32.052174,33.478764,30.878,964,0.85,39.751,0.31,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
119,32.29314,33.690624,28.679,1162,0.824,51.588,0.231,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
120,32.133486,33.481998,30.026,958,0.803,40.624,0.302,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
121,32.037126,33.42174,30.473,955,0.857,39.902,0.376,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
122,32.021352,33.491766,28.79,942,0.84,41.66,0.35,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
123,31.858332,33.464046,27.577,825,0.821,38.091,0.347,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
124,32.216184,33.487806,28.776,1132,0.844,50.087,0.323,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
125,32.173086,33.46035,28.687,852,0.846,37.815,0.384,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
126,32.13606,33.453816,28.621,840,0.846,37.369,0.375,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
127,32.300532,33.386496,26.262,837,0.843,40.58,0.348,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
128,32.08656,33.366102,27.036,826,0.849,38.899,0.37,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
129,32.15784,33.380952,25.021,727,0.84,36.995,0.39,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
130,32.008878,33.368874,27.94,806,0.854,36.73,0.331,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
131,32.000628,33.405834,27.569,813,0.821,37.548,0.338,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
132,32.236116,33.408012,27.764,988,0.851,45.309,0.358,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
133,32.175726,33.454872,25.669,737,0.826,36.557,0.29,1_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200903_12_R3D_PRJ,AFA226
